source_code,source_id,question,choice_a,choice_b,choice_c,choice_d,choice_e,answers,explanation,explanation_url,flags,metadata
pe-21,049,Which of the following tasks can only be performed after signing in with AWS account root user credentials? (Choose two.),Closing an AWS account,Creating a new IAM policy,Changing AWS Support plans,Attaching a role to an Amazon EC2 instance,Generating access keys for IAM users,"['a', 'c']",,,,
pe-21,050,Fault tolerance refers to:,the ability of an application to accommodate growth without changing design,how well and how quickly an application's environment can have lost data restored,how secure your application is,the built-in redundancy of an application's components,,['d'],,,,
pe-22,001,"A company operating in the AWS Cloud requires separate invoices for specific environments, such as development, testing, and production. <br/> How can this be achieved?",Use multiple AWS accounts,Use resource tagging,Use multiple VPCs,Use Cost Explorer,,['a'],,,,
pe-22,002,Which AWS service can be used in the application deployment process?,AWS AppSync,AWS Batch,AWS CodePipeline,AWS DataSync,,['c'],,,,
pe-22,003,What can be used to reduce the cost of running Amazon EC2 instances? (Choose two.),Spot Instances for stateless and flexible workloads,Memory optimized instances for high-compute workloads,On-Demand Instances for high-cost and sustained workloads,Reserved Instances for sustained workloads,Spend limits set using AWS Budgets,"['a', 'd']",,,,
pe-22,004,A company is launching an e-commerce site that will store and process credit card data. The company requires information about AWS compliance reports and AWS agreements. <br/> Which AWS service provides on-demand access to these items?,AWS Certificate Manager,AWS Config,AWS Artifact,AWS CloudTrail,,['c'],,,,
pe-22,005,Which AWS service or feature allows the user to manage cross-region application traffic?,Amazon AppStream 2.0,Amazon VPC,Elastic Load Balancer,Amazon Route 53,,['d'],,,,
pe-22,006,Which AWS service can be used to track unauthorized API calls?,AWS Config,AWS CloudTrail,AWS Trusted Advisor,Amazon Inspector,,['b'],,,,
pe-22,007,"A user needs to regularly audit and evaluate the setup of all AWS resources, identify non-compliant accounts, and be notified when a resource changes. <br/> Which AWS service can be used to meet these requirements?",AWS Trusted Advisor,AWS Config,AWS Resource Access Manager,AWS Systems Manager,,['b'],,,,
pe-22,008,A user is planning to launch two additional Amazon EC2 instances to increase availability. <br/> Which action should the user take?,Launch the instances across multiple Availability Zones in a single AWS Region.,Launch the instances as EC2 Reserved Instances in the same AWS Region and the same Availability Zone.,"Launch the instances in multiple AWS Regions, but in the same Availability Zone.","Launch the instances as EC2 Spot Instances in the same AWS Region, but in different Availability Zones.",,['a'],,,,
pe-22,009,A company must store critical business data in Amazon S3 with a backup to another AWS Region. <br/> How can this be achieved?,Use an Amazon CloudFront Content Delivery Network (CDN) to cache data globally,Set up Amazon S3 cross-region replication to another AWS Region,Configure the AWS Backup service to back up to the data to another AWS Region,Take Amazon S3 bucket snapshots and copy that data to another AWS Region,,['b'],,,,
pe-22,010,Which AWS Cloud service can send alerts to customers if custom spending thresholds are exceeded?,AWS Budgets,AWS Cost Explorer,AWS Cost Allocation Tags,AWS Organizations,,['a'],,,,
pe-22,011,What is the recommended method to request penetration testing on AWS resources?,Open a support case,Fill out the Penetration Testing Request Form,Request a penetration test from your technical account manager,Contact your AWS sales representative,,['b'],,,,
pe-22,012,"A user needs to automatically discover, classify, and protect sensitive data stored in Amazon S3. <br/> Which AWS service can meet these requirements?",Amazon Inspector,Amazon Macie,Amazon GuardDuty,AWS Secrets Manager,,['b'],,,,
pe-22,013,Which components are required to build a successful site-to-site VPN connection on AWS? (Choose two.),Internet gateway,NAT gateway,Customer gateway,Transit gateway,Virtual private gateway,"['c', 'e']",,,,
pe-22,014,"Which Amazon EC2 pricing option is best suited for applications with short-term, spiky, or unpredictable workloads that cannot be interrupted?",Spot Instances,Dedicated Hosts,On-Demand Instances,Reserved Instances,,['c'],,,,
pe-22,015,Which AWS cloud architecture principle states that systems should reduce interdependencies?,Scalability,"Services, not servers",Removing single points of failure,Loose coupling,,['d'],,,,
pe-22,016,What is the MOST effective resource for staying up to date on AWS security announcements?,AWS Personal Health Dashboard,AWS Secrets Manager,AWS Security Bulletins,Amazon Inspector,,['c'],,,,
pe-22,017,Which AWS service offers persistent storage for a file system?,Amazon S3,Amazon EC2 instance store,Amazon Elastic Block Store (Amazon EBS),Amazon ElastiCache,,['c'],,,,
pe-22,018,Which of the following allows AWS users to manage cost allocations for billing?,Tagging resources,Limiting who can create resources,Adding a secondary payment method,Running all operations on a single AWS account,,['a'],,,,
pe-22,019,Which AWS service allows users to download security and compliance reports about the AWS infrastructure on demand?,Amazon GuardDuty,AWS Security Hub,AWS Artifact,AWS Shield,,['c'],,,,
pe-22,020,Which of the following AWS services are serverless? (Choose two.),AWS Lambda,Amazon Elasticsearch Service,AWS Elastic Beanstalk,Amazon DynamoDB,Amazon Redshift,"['a', 'd']",,,,
pe-22,021,Which AWS managed services can be used to extend an on-premises data center to the AWS network? (Choose two.),AWS VPN,NAT gateway,AWS Direct Connect,Amazon Connect,Amazon Route 53,"['a', 'c']",,,,
pe-22,022,Which requirement must be met for a member account to be unlinked from an AWS Organizations account?,The linked account must be actively compliant with AWS System and Organization Controls (SOC).,The payer and the linked account must both create AWS Support cases to request that the member account be unlinked from the organization.,The member account must meet the requirements of a standalone account.,The payer account must be used to remove the linked account from the organization.,,['c'],,,,
pe-22,023,What AWS benefit refers to a customer's ability to deploy applications that scale up and down the meet variable demand?,Elasticity,Agility,Security,Scalability,,['d'],,,,
pe-22,024,"During a compliance review, one of the auditors requires a copy of the AWS SOC 2 report. <br/> Which service should be used to submit this request?",AWS Personal Health Dashboard,AWS Trusted Advisor,AWS Artifact,Amazon S3,,['c'],,,,
pe-22,025,A company wants to set up a highly available workload in AWS with a disaster recovery plan that will allow the company to recover in case of a regional service interruption. <br/> Which configuration will meet these requirements?,"Run on two Availability Zones in one AWS Region, using the additional Availability Zones in the AWS Region for the disaster recovery site.","Run on two Availability Zones in one AWS Region, using another AWS Region for the disaster recovery site.","Run on two Availability Zones in one AWS Region, using a local AWS Region for the disaster recovery site.","Run across two AWS Regions, using a third AWS Region for the disaster recovery site.",,"['b', 'd']",,https://aws.amazon.com/blogs/startups/large-scale-disaster-recovery-using-aws-regions/,,
pe-22,026,A company has a 500 TB image repository that needs to be transported to AWS for processing. <br/> Which AWS service can import this data MOST cost-effectively?,AWS Snowball,AWS Direct Connect,AWS VPN,Amazon S3,,['a'],,https://aws.amazon.com/blogs/storage/migrating-hundreds-of-tb-of-data-to-amazon-s3-with-aws-datasync/,,
pe-22,027,Which AWS service can run a managed PostgreSQL database that provides online transaction processing (OLTP)?,Amazon DynamoDB,Amazon Athena,Amazon RDS,Amazon EMR,,['c'],,https://aws.amazon.com/rds/postgresql/,,
pe-22,028,Which of the following assist in identifying costs by department? (Choose two.),Using tags on resources,Using multiple AWS accounts,Using an account manager,Using AWS Trusted Advisor,Using Consolidated Billing,"['a', 'b']",,,,
pe-22,029,A company wants to allow full access to an Amazon S3 bucket for a particular user. <br/> Which element in the S3 bucket policy holds the user details that describe who needs access to the S3 bucket?,Principal,Action,Resource,Statement,,['a'],,https://docs.aws.amazon.com/AmazonS3/latest/dev/walkthrough1.html,,
pe-22,030,Which AWS service allows for effective cost management of multiple AWS accounts?,AWS Organizations,AWS Trusted Advisor,AWS Direct Connect,Amazon Connect,,['a'],,https://aws.amazon.com/blogs/aws/aws-organizations-policy-based-management-for-multiple-aws-accounts/,,
pe-22,031,A company is piloting a new customer-facing application on Amazon Elastic Compute Cloud (Amazon EC2) for one month. <br/> What pricing model is appropriate?,Reserved Instances,Spot Instances,On-Demand Instances,Dedicated Hosts,,['c'],,https://aws.amazon.com/ec2/pricing/,,
pe-22,032,Which AWS tools automatically forecast future AWS costs?,AWS Support Center,AWS Total Cost of Ownership (TCO) Calculator,AWS Simple Monthly Calculator,Cost Explorer,,['d'],,https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/ce-forecast.html,,
pe-22,033,"Under the AWS shared responsibility model, which of the following is a responsibility of AWS?",Enabling server-side encryption for objects stored in S3,Applying AWS IAM security policies,Patching the operating system on an Amazon EC2 instance,Applying updates to the hypervisor,,['d'],,https://aws.amazon.com/compliance/shared-responsibility-model/?ref=wellarchitected,,
pe-22,034,A user is able to set up a master payer account to view consolidated billing reports through:,AWS Budgets.,Amazon Macie.,Amazon QuickSight.,AWS Organizations.,,['d'],,https://docs.aws.amazon.com/awsaccountbilling/latest/aboutv2/consolidated-billing.html,,
